source,source_name,canonical_name,note
kess,한국골프대학교,한국골프과학기술대학교,"동일 기관 개명(한국골프대학→한국골프대학교→한국골프과학기술대학교). 표준데이터는 최신명, KESS는 구명으로 등재되어 재학생 연결용 오버라이드"
